show_id,title,sentiment_compound,sentiment_label
s648,The Parisian Agency: Exclusive Properties,0.7269,positive
s649,Too Hot to Handle,0.9625,positive
s650,Broken,0.5106,positive
s651,O Vendedor de Sonhos,-0.7003,negative
s652,Osuofia in London,0.4767,positive
s653,Osuofia in London II,0.128,positive
s654,This Is Pop,0.7351,positive
s655,#Selfie,0.0,neutral
s656,#Selfie 69,0.0516,positive
s657,Love Is a Story,0.0258,neutral
s658,The Mole,0.5859,positive
s659,"Nevertheless,",0.6124,positive
s660,Bangkok Love Stories: Innocence,0.7269,positive
s661,Black Lightning,-0.3818,negative
s662,Call My Agent!,0.4939,positive
s663,Champions,0.0,neutral
s664,Charité at War,-0.7351,negative
s665,Cleo & Cuquin,0.8271,positive
s666,Deadwind,-0.875,negative
s667,Gameboys Level-Up Edition,0.5859,positive
s668,Glee,-0.34,negative
s669,Hap and Leonard,0.8074,positive
s670,Locked Up,-0.836,negative
s671,Mobile Suit Gundam II: Soldiers of Sorrow,-0.7579,negative
s672,Mobile Suit Gundam III: Encounters in Space,-0.7579,negative
s673,Mobile Suit Gundam: Char's Counterattack,-0.4588,negative
s674,No Time for Shame,0.8658,positive
s675,Pose,0.6369,positive
s676,REA(L)OVE,0.3612,positive
s677,Riverdale,0.1531,positive
s678,Schitt's Creek,-0.1531,negative
s679,The Assassination of Gianni Versace,-0.8481,negative
s680,The Judgement,-0.5994,negative
s681,The Last Dance,0.0,neutral
s682,They've Gotta Have Us,0.5994,positive
s683,Why Are You Like This,0.891,positive
s684,A Family,0.0516,positive
s685,Elite,-0.4019,negative
s686,Fatherhood,-0.6124,negative
s687,Hospital Playlist,-0.5994,negative
s688,Jagame Thandhiram,0.5994,positive
s689,Kambili: The Whole 30 Yards,0.7351,positive
s690,Mobile Suit Gundam I,0.0772,positive
s691,Rurouni Kenshin: The Final,-0.6124,negative
s692,So Not Worth It,0.7783,positive
s693,The Rational Life,0.4019,positive
s694,Ali & Ratu Ratu Queens,0.6369,positive
s695,Aziza,0.0,neutral
s696,Besieged Bread,-0.3818,negative
s697,Black Summer,0.7964,positive
s698,Elite Short Stories: Carla Samuel,0.4019,positive
s699,Fan Girl,0.5859,positive
s700,Katla,-0.4939,negative
s701,Record of Ragnarok,0.3182,positive
s702,Red Snow,0.6808,positive
s703,Silver Linings Playbook,0.296,positive
s704,The Gift,0.0,neutral
s705,A Man For The Week End,0.1779,positive
s706,Biking Borders,0.8625,positive
s707,Elite Short Stories: Omar Ander Alexis,0.296,positive
s708,Let's Eat,0.2732,positive
s709,Lowriders,-0.0772,negative
s710,Millennials,-0.8885,negative
s711,Penguin Town,0.3818,positive
s712,Security,-0.34,negative
s713,Silver Skates,-0.4767,negative
s714,Avengers Climate Conundrum,-0.6124,negative
s715,Beyond Evil,-0.4767,negative
s716,Elite Short Stories: Nadia Guzmán,0.0,neutral
s717,FTA,0.5106,positive
s718,Headspace: Unwind Your Mind,0.7096,positive
s719,Life of Crime,-0.0572,negative
s720,Power Rangers Dino Fury,-0.4588,negative
s721,Rhyme Time Town,0.296,positive
s722,Rogue Warfare: Death of a Nation,-0.6124,negative
s723,Sir! No Sir!,-0.2263,negative
s724,The American Bible Challenge,0.8481,positive
s725,The Reason I Jump,0.0,neutral
s726,Elite Short Stories: Guzmán Caye Rebe,0.775,positive
s727,Metallica: Some Kind of Monster,0.0,neutral
s728,Picture a Scientist,0.2732,positive
s729,The Devil Below,0.0,neutral
s730,Bling Empire - The Afterparty,0.7269,positive
s731,Cobra Kai - The Afterparty,-0.3382,negative
s732,Love (ft. Marriage and Divorce),0.6705,positive
s733,To All the Boys: Always and Forever - The Afterparty,0.0258,neutral
s734,LEGO Friends: The Power of Friendship,0.9647,positive
s735,Lupin,0.0,neutral
s736,Sarbath,0.0,neutral
s737,Skater Girl,0.6124,positive
s738,Trese,0.0129,neutral
s739,Trese After Dark,0.4767,positive
s740,Wish Dragon,0.8658,positive
s741,A Haunted House 2,-0.4939,negative
s742,Blind Intersections,0.0772,positive
s743,Camellia Sisters,-0.5719,negative
s744,Copenhagen,0.0,neutral
s745,Locombianos,0.7003,positive
s746,Until Midnight,-0.3818,negative
s747,Awake,-0.5994,negative
s748,Confusion Na Wa,-0.7506,negative
s749,"Fresh, Fried & Crispy",0.9062,positive
s750,L.A.’s Finest,-0.5423,negative
s751,Tragic Jungle,0.0,neutral
s752,Guru Aur Bhole,0.8519,positive
s753,Vampire Academy,-0.128,negative
s754,"Newly Rich, Newly Poor",0.3612,positive
s755,A Private War,-0.5719,negative
s756,Kitty Love: An Homage to Cats,0.6705,positive
s757,Small Chops,-0.3612,negative
s758,Breaking Boundaries: The Science Of Our Planet,-0.8546,negative
s759,Feel Good,0.296,positive
s760,Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,0.7506,positive
s761,Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,0.8834,positive
s762,Human: The World Within,-0.0772,negative
s763,Sweet & Sour,0.2732,positive
s764,Sweet Tooth,0.743,positive
s765,Trippin' with the Kandasamys,0.6059,positive
s766,Xtreme,-0.7184,negative
s767,Alan Saldaña: Locked Up,0.8316,positive
s768,Creator's File: GOLD,0.8519,positive
s769,Dancing Queens,0.5994,positive
s770,From Stress to Happiness,0.6369,positive
s771,Myriam Fares: The Journey,0.0,neutral
s772,Pretty Guardian Sailor Moon Eternal The Movie,0.0,neutral
s773,Summertime,0.8126,positive
s774,The Girl and the Gun,-0.7506,negative
s775,2 Hearts,0.8591,positive
s776,A Perfect Ending,0.2023,positive
s777,American Outlaws,-0.7579,negative
s778,And Then Came Lola,0.2023,positive
s779,Attack on Titan,-0.8481,negative
s780,Battlefield Earth,-0.8271,negative
s781,Ben & Holly's Little Kingdom,0.8839,positive
s782,Black Holes | The Edge of All We Know,0.0,neutral
s783,Bliss,0.4019,positive
s784,Carnaval,0.9118,positive
s785,Cloudburst,0.128,positive
s786,Cocomelon,0.5562,positive
s787,Company of Heroes,-0.8957,negative
s788,Cradle 2 the Grave,-0.2263,negative
s789,Domestic Disturbance,-0.09,negative
s790,Downton Abbey,-0.6249,negative
s791,Dream/Killer,-0.8979,negative
s792,Felon,-0.7269,negative
s793,Flipped,0.296,positive
s794,Fools Rush In,0.0,neutral
s795,Gold Statue,-0.5106,negative
s796,Happy Endings,-0.5859,negative
s797,Hostel: Part III,-0.5267,negative
s798,I Am Sam,0.2732,positive
s799,Love Jones,0.4215,positive
s800,Million Dollar Baby,0.6486,positive
s801,Mosquita y Mari,0.7469,positive
s802,Never Back Down 2: The Beatdown,0.0516,positive
s803,Ninja Assassin,0.6486,positive
s804,Ouran High School Host Club,0.4404,positive
s805,Population 436,0.1531,positive
s806,Racket Boys,0.0,neutral
s807,Seven Souls in the Skull Castle: Season Moon Jogen,0.0,neutral
s808,Seven Souls in the Skull Castle: Season Moon Kagen,0.0,neutral
s809,Sniper: Legacy,-0.926,negative
s810,Starsky & Hutch,0.6486,positive
s811,Streets of Fire,-0.128,negative
s812,Super Monsters: Once Upon a Rhyme,0.8016,positive
s813,Swordfish,-0.5267,negative
s814,The Adventures of Sonic the Hedgehog,-0.6597,negative
s815,The Four Seasons,0.2732,positive
s816,The Girl King,0.2023,positive
s817,The Interpreter,0.2263,positive
s818,The Meddler,0.5499,positive
s819,The Mirror Has Two Faces,-0.0772,negative
s820,The Outlaw Josey Wales,0.4939,positive
s821,The Platform,-0.4019,negative
s822,The Wedding Guest,-0.34,negative
s823,The Wind,-0.9468,negative
s824,Then Came You,-0.8442,negative
s825,Welcome Home,0.2263,positive
s826,Dirty John,-0.6124,negative
s827,Bo Burnham: Inside,0.4939,positive
s828,One Lagos Night,0.0258,neutral
s829,Collateral Beauty,0.0,neutral
s830,Dog Gone Trouble,-0.2732,negative
s831,The Kominsky Method,0.891,positive
s832,The Least Expected Day: Inside the Movistar Team 2019,-0.25,negative
s833,Word of Honor,-0.4767,negative
s834,Black Space,0.2732,positive
s835,Blue Miracle,0.8402,positive
s836,Eden,0.0,neutral
s837,Ghost Lab,-0.7003,negative
s838,Ragnarok,-0.8807,negative
s839,Soy Rada: Serendipity,0.5859,positive
s840,The Day I lost My Shadow,-0.1531,negative
s841,Baggio: The Divine Ponytail,0.802,positive
s842,Gatao - The Last Stray,0.7003,positive
s843,High on the Hog: How African American Cuisine Transformed America,0.5719,positive
s844,JoJo's Bizarre Adventure,-0.7269,negative
s845,Nail Bomber: Manhunt,-0.4939,negative
s846,A Place in the Stars,-0.296,negative
s847,Home,-0.4215,negative
s848,Mad for Each Other,-0.0258,neutral
s849,Master of None,0.7003,positive
s850,Sam Smith: Love Goes - Live at Abbey Road Studios,0.0,neutral
s851,99 Songs,0.6652,positive
s852,99 Songs (Tamil),0.6652,positive
s853,99 Songs (Telugu),0.6652,positive
s854,Army of the Dead,0.6369,positive
s855,Creating an Army of the Dead,-0.6486,negative
s856,Jurassic World Camp Cretaceous,0.3182,positive
s857,Strain,0.6486,positive
s858,The Neighbor,-0.3612,negative
s859,678,-0.5423,negative
s860,Asmaa,0.8402,positive
s861,Hating Peter Tatchell,-0.1779,negative
s862,Little Singham Future mein Satakli,0.3595,positive
s863,Special,0.4215,positive
s864,Spy Kids: All the Time in the World,-0.296,negative
s865,Taxi No. 9211,-0.6361,negative
s866,Sabotage,-0.4215,negative
s867,Small Town Crime,-0.7964,negative
s868,The Last Days,-0.5719,negative
s869,The Magic School Bus,0.3595,positive
s870,Who Killed Sara?,-0.8442,negative
s871,Amy Tan: Unintended Memoir,0.872,positive
s872,Sardar Ka Grandson,0.4019,positive
s873,Sleight,-0.5574,negative
s874,Ahaan,0.0,neutral
s875,Booba: Food Puzzle,0.8908,positive
s876,Love or Money,0.9153,positive
s877,Alma Matters,0.5423,positive
s878,Cinema Bandi,-0.4215,negative
s879,Ferry,0.6486,positive
s880,Halston,0.4404,positive
s881,Haunted,0.5106,positive
s882,I Am All Girls,-0.5106,negative
s883,Jungle Beat: The Movie,0.6588,positive
s884,"Love, Death & Robots",-0.5719,negative
s885,Move to Heaven,0.4215,positive
s886,Table Manners,0.7964,positive
s887,The Mystic River,-0.4767,negative
s888,The Strange House,0.4404,positive
s889,The Upshaws - The Afterparty,0.8074,positive
s890,The Woman in the Window,-0.7845,negative
s891,Castlevania,0.5719,positive
s892,Layer Cake,-0.2263,negative
s893,Tottaa Pataaka Item Maal,-0.4939,negative
s894,Wave of Cinema: Filosofi Kopi,0.3818,positive
s895,Dance of the Forty One,-0.0387,neutral
s896,Oxygen,-0.4019,negative
s897,The Upshaws,0.765,positive
s898,Use For My Talent,0.743,positive
s899,Dear Affy,0.4588,positive
s900,Illegal Woman,-0.765,negative
s901,"Money, Explained",0.7003,positive
s902,Deadly Switch,-0.4019,negative
s903,Mine,0.5859,positive
s904,Nayattu,-0.34,negative
s905,Sleepless,-0.9011,negative
s906,Super Me,0.1531,positive
s907,Have You Ever Seen Fireflies? - Theatre Play,0.34,positive
s908,In Our Mothers' Gardens,0.0516,positive
s909,Jupiter's Legacy,-0.7469,negative
s910,Milestone,-0.8442,negative
s911,Monster,0.7003,positive
s912,Sab Jholmaal Hai,-0.0516,negative
s913,The Circle - The Afterparty,0.5574,positive
s914,Time to Dance,-0.4404,negative
s915,Unrest,-0.5423,negative
s916,And Tomorrow the Entire World,-0.888,negative
s917,Dead Man Down,-0.7783,negative
s918,Framing John DeLorean,0.4215,positive
s919,Lava Ka Dhaava,0.5574,positive
s920,The Sons of Sam: A Descent into Darkness,-0.5719,negative
s921,Selena: The Series,0.6808,positive
s922,StartUp,-0.4939,negative
s923,The Clovehitch Killer,-0.743,negative
s924,Trash Truck,0.9136,positive
s925,Aliens Stole My Body,0.2263,positive
s926,Angelina Ballerina,-0.4215,negative
s927,Au coeur des gangs,0.0,neutral
s928,Barney and Friends,0.6705,positive
s929,Best of the Best,-0.765,negative
s930,Dead Again in Tombstone,-0.6808,negative
s931,Due Date,-0.4588,negative
s932,Fun with Dick & Jane,-0.3818,negative
s933,Green Zone,-0.9022,negative
s934,Hachi: A Dog's Tale,0.6369,positive
s935,JT LeRoy,0.0343,neutral
s936,Madagascar 3: Europe's Most Wanted,-0.5916,negative
s937,Miniforce: Super Dino Power,0.5267,positive
s938,Motu Patlu in Dragon's World,0.4588,positive
s939,Motu Patlu in the Game of Zones,0.0,neutral
s940,Motu Patlu in Wonderland,0.128,positive
s941,Motu Patlu: Deep Sea Adventure,0.7827,positive
s942,Motu Patlu: Mission Moon,-0.4926,negative
s943,Mystic River,-0.8481,negative
s944,Never Back Down,-0.3182,negative
s945,S.M.A.R.T Chase,0.8316,positive
s946,Sitting in Limbo,-0.4404,negative
s947,Stargate,0.3818,positive
s948,State of Play,-0.7506,negative
s949,Swiped,0.2023,positive
s950,The Darkest Hour,-0.3818,negative
s951,The Lovely Bones,-0.8779,negative
s952,The Sweetest Thing,0.8126,positive
s953,The Whole Nine Yards,-0.8885,negative
s954,The Whole Truth,-0.836,negative
s955,The Yeti Adventures,0.3182,positive
s956,Under Siege,-0.6908,negative
s957,Zack and Miri Make a Porno,-0.3506,negative
s958,Pet Stars,0.4215,positive
s959,Seven,-0.3818,negative
s960,The Disciple,-0.5719,negative
s961,The Innocent,-0.25,negative
s962,The Mitchells vs. The Machines,0.3182,positive
s963,The Strangers: Prey at Night,-0.8519,negative
s964,The Unremarkable Juanquini,-0.7506,negative
s965,Things Heard & Seen,-0.6249,negative
s966,Yasuke,0.2263,positive
s967,Get the Grift,-0.5719,negative
s968,Headspace Guide to Sleep,0.7269,positive
s969,Sexify,0.8689,positive
s970,August: Osage County,-0.34,negative
s971,Battle: Los Angeles,0.4019,positive
s972,Between Worlds,-0.765,negative
s973,Fatma,-0.8779,negative
s974,One,0.2263,positive
s975,Ram Prasad Ki Tehrvi,-0.5423,negative
s976,Shadow and Bone - The Afterparty,0.3182,positive
s977,Among Family,-0.6249,negative
s978,Dedemin Fisi,0.4019,positive
s979,Deliha,0.0,neutral
s980,Düğün Dernek,0.0516,positive
s981,Dügün Dernek 2: Sünnet,-0.0516,negative
s982,G.O.R.A,0.7783,positive
s983,Hayat Öpücügü,-0.3716,negative
s984,Heroes: Silence and Rock & Roll,0.5423,positive
s985,Kara Bela,-0.6486,negative
s986,Kocan Kadar Konus,0.7717,positive
s987,Kocan Kadar Konus 2: Dirilis,0.6956,positive
s988,Legal Hash,-0.3182,negative
s989,Let's Fight Ghost,0.8481,positive
s990,My Travel Buddy,-0.3182,negative
s991,Niyazi Gül Dörtnala,0.0,neutral
s992,One Like It,-0.1531,negative
s993,Perfume Imaginary Museum “Time Warp”,0.872,positive
s994,Shadow and Bone,0.0,neutral
s995,This Lady Called Life,0.4854,positive
s996,Vizontele,0.4939,positive
s997,HOMUNCULUS,0.1027,positive
s998,Life in Color with David Attenborough,0.6369,positive
s999,Searching For Sheela,0.1027,positive
s1000,Stowaway,0.0,neutral
s1001,Wild Dog,0.6124,positive
s1002,Oloibiri,-0.4019,negative
s1003,Tell Me When,0.8481,positive
s1004,Zero,0.4019,positive
s1005,Izzy's Koala World,0.7184,positive
s1006,Keymon and Nani in Space Adventure,0.5562,positive
s1007,Motu Patlu Dino Invasion,-0.5916,negative
s1008,Motu Patlu in Octupus World,0.4939,positive
s1009,Motu Patlu VS Robo Kids,0.1511,positive
s1010,Rudra: Secret of the Black Moon,-0.5647,negative
s1011,Rudra: The Rise of King Pharaoh,-0.1531,negative
s1012,Free to Play,0.5106,positive
s1013,Luis Miguel - The Series,0.3818,positive
s1014,Miss Sloane,0.3431,positive
s1015,PJ Masks,-0.7184,negative
s1016,American Me,0.5719,positive
s1017,Delhi Belly,-0.5423,negative
s1018,Dhobi Ghat (Mumbai Diaries),0.3818,positive
s1019,Jaane Tu... Ya Jaane Na,0.9118,positive
s1020,Lagaan,-0.4404,negative
s1021,Madness in the Desert,0.0,neutral
s1022,Peepli Live,-0.6705,negative
s1023,Taare Zameen Par,0.6705,positive
s1024,Ajeeb Daastaans,-0.128,negative
s1025,Arlo the Alligator Boy,0.5327,positive
s1026,Bakugan: Geogan Rising,0.4939,positive
s1027,Barbie & Chelsea: The Lost Birthday,0.6369,positive
s1028,Crimson Peak,-0.5994,negative
s1029,Dad Stop Embarrassing Me - The Afterparty,-0.4939,negative
s1030,Doctor Bello,-0.1027,negative
s1031,Four Sisters Before the Wedding,-0.3818,negative
s1032,Into the Beat,0.6124,positive
s1033,Love Naggers,0.4767,positive
s1034,Rush,-0.4215,negative
s1035,Synchronic,-0.3182,negative
s1036,The Zookeeper's Wife,-0.1531,negative
s1037,Time Trap,-0.296,negative
s1038,Tuesdays & Fridays,0.4019,positive
s1039,Dancing Angels,0.7579,positive
s1040,Dark City Beneath the Beat,0.0,neutral
s1041,Durarara!!,0.4939,positive
s1042,GANTZ:O,-0.7096,negative
s1043,Garth Brooks: The Road I’m On,0.4404,positive
s1044,Gilmore Girls,0.0,neutral
s1045,High-Rise Invasion,-0.7351,negative
s1046,Next in Fashion,0.6486,positive
s1047,Only Mine,0.7269,positive
s1048,Peasants Rebellion,-0.2023,negative
s1049,Power Players,-0.34,negative
s1050,Ricky Zoom,0.7712,positive
s1051,Ride or Die,0.2263,positive
s1052,Sonic X,-0.1531,negative
s1053,The Master,-0.3182,negative
s1054,Time Is Illmatic,0.0,neutral
s1055,Wave of Cinema: One Day We'll Talk About Today,-0.4215,negative
s1056,Zoot Suit,-0.7659,negative
s1057,Ajaibnya Cinta,0.0,neutral
s1058,Dad Stop Embarrassing Me!,0.0,neutral
s1059,Fate: The Winx Saga,0.7184,positive
s1060,House of Cards,-0.296,negative
s1061,Indian Matchmaking,0.0,neutral
s1062,Jeffrey Epstein: Filthy Rich,-0.4404,negative
s1063,Law School,0.3182,positive
s1064,Living with Yourself,0.2732,positive
s1065,Signal,-0.3612,negative
s1066,Slasher,-0.8885,negative
s1067,The Soul,-0.6808,negative
s1068,The Underclass,0.0,neutral
s1069,Unnatural Selection,0.25,positive
s1070,Uppena,-0.7469,negative
s1071,Why Did You Kill Me?,-0.8591,negative
s1072,Motu Patlu in Hong Kong: Kung Fu Kings 3,-0.9118,negative
s1073,Motu Patlu in the City of Gold,-0.8685,negative
s1074,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,0.1655,positive
s1075,Motu Patlu the Superheroes – Super Villains from Mars,-0.7809,negative
s1076,My Love: Six Stories of True Love,0.7506,positive
s1077,Shiva VS Autobots,-0.9441,negative
s1078,Shiva: Journey to Plunotaria,0.0,neutral
s1079,Shiva: The Secret World Of Vedas City,0.4939,positive
s1080,The Baker and the Beauty,0.1531,positive
s1081,New Gods: Nezha Reborn,0.8316,positive
s1082,"Nicky, Ricky, Dicky & Dawn",0.631,positive
s1083,Don't be the First one,0.8126,positive
s1084,The Stand-In,0.0,neutral
s1085,Heaven Official's Blessing,0.6124,positive
s1086,Night in Paradise,-0.9274,negative
s1087,Ojukokoro: Greed,-0.0516,negative
s1088,Roohi,0.1779,positive
s1089,Thunder Force,0.8074,positive
s1090,Two Distant Strangers,-0.25,negative
s1091,Story of Kale: When Someone's in Love,0.7184,positive
s1092,The Way of the Househusband,0.5719,positive
s1093,Dolly Parton: A MusiCares Tribute,0.4939,positive
s1094,The Big Day,0.743,positive
s1095,The Wedding Coach,0.128,positive
s1096,This Is a Robbery: The World's Biggest Art Heist,-0.7734,negative
s1097,The Last Kids on Earth: Happy Apocalypse to You,0.923,positive
s1098,Coded Bias,0.5267,positive
s1099,Mandela,0.765,positive
s1100,The Fisherman's Diary,0.93,positive
s1101,What Lies Below,-0.4939,negative
s1102,Escape from Planet Earth,0.8689,positive
s1103,Accepted,-0.765,negative
s1104,Air Strike,-0.5994,negative
s1105,An American Girl: McKenna Shoots for the Stars,0.8176,positive
s1106,Concrete Cowboy,-0.296,negative
s1107,Cross: Rise of the Villains,-0.4404,negative
s1108,God Calling,-0.7351,negative
s1109,Irul,-0.6486,negative
s1110,Just Say Yes,0.6597,positive
s1111,Madame Claude,-0.2732,negative
s1112,Wild Child,0.6369,positive
s1113,Woody Woodpecker,0.3818,positive
s1114,2012,-0.8271,negative
s1115,3 Idiots,0.4215,positive
s1116,Ferrari Ki Sawaari,-0.4939,negative
s1117,Glimpses of a Future,0.5719,positive
s1118,Ibrahim a Fate to Define,0.0,neutral
s1119,Insidious,-0.8155,negative
s1120,Into the Grizzly Maze,-0.8225,negative
s1121,Kingsglaive: Final Fantasy XV,-0.6705,negative
s1122,Legally Blonde,-0.1531,negative
s1123,Madam Chief Minister,0.6486,positive
s1124,Magical Andes,0.6369,positive
